CONSIGNEE_NAME,SHIPPER_NAME,TARIFF_CODE,GROSS_WEIGHT_KG,ITEM_VALUE_USD,PORT_OF_LOADING,ARRIVAL_DATE
Tesla Motors ,LG Chem,6404.11,9977.89,1699827.26,Long Beach,2026-02-16
Samsung Electronics LTD,Vietnam Manuf Group,8703.80,37001.73,1618791.06,Long Beach,2025-08-10
Tesla Motors ,TSMC,3923.10,33260.22,1712928.31,Los Angeles,2025-07-16
Nike Inc. LTD,BYD Auto,6404.11,33795.45,610274.36,Ho Chi Minh,2025-08-12
NIKE USA ,TSMC,8542.31,29751.93,113412.74,Rotterdam,2026-01-05
Yeti Coolers LLC ,Vietnam Manuf Group,3923.10,34884.11,1162937.72,Rotterdam,2025-05-18
Yeti Coolers LLC CORP,Shenzhen Plastics Co,6404.11,49224.37,1736878.99,Shenzhen,2025-10-02
Samsung Electronics LTD,BYD Auto,3923.10,49209.64,1758760.06,Ho Chi Minh,2026-02-08
Tesla Motors LTD,Vietnam Manuf Group,8703.80,42970.24,742330.32,Rotterdam,2025-06-19
Tesla Motors CORP,Foxconn Technology,3923.10,8189.96,164699.87,Rotterdam,2025-06-19
Yeti Coolers LLC CORP,BYD Auto,8703.80,7103.79,852468.79,Rotterdam,2025-06-18
Tesla Motors LTD,Vietnam Manuf Group,6404.11,10503.97,187823.21,Shenzhen,2025-06-14
Tesla Motors LTD,TSMC,8542.31,15462.81,745383.54,Shanghai,2025-05-09
Apple Inc. INC,BYD Auto,8703.80,11311.73,1747783.84,Long Beach,2025-09-14
YETI CUSTOM DOMESTIC CORP,BYD Auto,6404.11,20946.67,805089.0,Rotterdam,2026-02-25
Yeti Coolers LLC INC,Pou Chen Corp,8542.31,17177.99,1624292.32,Shanghai,2025-10-08
Nike Inc. INC,LG Chem,3923.10,9606.87,1462840.65,Los Angeles,2025-10-15
Samsung Electronics ,TSMC,8703.80,29800.98,450401.45,Ho Chi Minh,2025-07-24
YETI CUSTOM DOMESTIC CORP,Vietnam Manuf Group,6404.11,46688.45,273128.86,Ho Chi Minh,2025-12-16
Apple Inc. CORP,LG Chem,8703.80,21407.17,591789.43,Long Beach,2025-09-20
Yeti Coolers LLC LTD,Foxconn Technology,8517.12,37581.2,1195187.91,Long Beach,2025-11-02
Samsung Electronics ,Shenzhen Plastics Co,8542.31,2996.41,1555910.86,Rotterdam,2025-10-09
Apple Inc. CORP,Shenzhen Plastics Co,8703.80,1558.57,1413283.62,Los Angeles,2025-06-02
Apple Inc. LTD,Pou Chen Corp,8517.12,34339.41,137453.4,Shanghai,2025-11-04
Nike Inc. CORP,Vietnam Manuf Group,8542.31,20679.4,167940.89,Rotterdam,2025-03-29
YETI CUSTOM DOMESTIC CORP,Pou Chen Corp,8703.80,17007.53,893674.16,Shanghai,2025-04-29
Samsung Electronics INC,TSMC,8517.12,46298.67,1455527.29,Shanghai,2025-12-19
APPLE OPERATIONS INTL INC,Shenzhen Plastics Co,8703.80,33859.2,1171784.63,Ho Chi Minh,2025-11-21
Yeti Coolers LLC INC,Foxconn Technology,3923.10,9761.11,770044.58,Shenzhen,2025-08-10
Samsung Electronics LTD,LG Chem,6404.11,45402.95,1807325.57,Shenzhen,2025-04-21
Apple Inc. ,Shenzhen Plastics Co,8542.31,48123.51,1738791.31,Shenzhen,2025-12-30
YETI CUSTOM DOMESTIC CORP,Shenzhen Plastics Co,8517.12,22267.26,1938429.11,Long Beach,2026-03-02
Yeti Coolers LLC ,TSMC,3923.10,35266.47,992932.22,Shenzhen,2025-12-19
APPLE OPERATIONS INTL ,BYD Auto,8517.12,39950.27,421972.33,Shanghai,2025-07-26
NIKE USA CORP,Shenzhen Plastics Co,8517.12,42361.19,1459850.53,Shanghai,2025-06-15
Nike Inc. LTD,Pou Chen Corp,8703.80,2435.16,430181.13,Ho Chi Minh,2025-09-01
APPLE OPERATIONS INTL INC,TSMC,3923.10,23253.3,855786.85,Shanghai,2025-06-21
NIKE USA ,TSMC,3923.10,28577.24,1191191.95,Rotterdam,2026-01-31
Yeti Coolers LLC INC,LG Chem,3923.10,38967.83,1723727.66,Long Beach,2025-12-20
APPLE OPERATIONS INTL LTD,Shenzhen Plastics Co,8703.80,44204.15,1748583.31,Rotterdam,2025-11-18
Tesla Motors ,BYD Auto,6404.11,19353.71,822697.88,Los Angeles,2026-01-17
NIKE USA CORP,TSMC,3923.10,40450.6,1236377.8,Rotterdam,2025-12-22
Yeti Coolers LLC CORP,LG Chem,8703.80,3852.71,261509.22,Los Angeles,2025-06-03
NIKE USA INC,Vietnam Manuf Group,8517.12,28499.29,452200.11,Rotterdam,2025-11-07
Apple Inc. CORP,Pou Chen Corp,6404.11,48341.03,1467258.86,Shenzhen,2025-05-03
Apple Inc. LTD,Shenzhen Plastics Co,6404.11,46592.06,335754.21,Long Beach,2025-12-29
NIKE USA INC,LG Chem,3923.10,20683.76,1291540.98,Ho Chi Minh,2025-05-26
APPLE OPERATIONS INTL INC,TSMC,8542.31,7684.42,493812.84,Los Angeles,2025-11-18
NIKE USA ,LG Chem,8703.80,11069.22,1547846.01,Los Angeles,2025-10-31
APPLE OPERATIONS INTL CORP,Foxconn Technology,3923.10,1773.84,30820.71,Long Beach,2025-09-07
Tesla Motors INC,Vietnam Manuf Group,8703.80,31210.06,1875675.36,Shanghai,2025-06-16
Yeti Coolers LLC CORP,Vietnam Manuf Group,3923.10,26016.07,502591.92,Los Angeles,2025-10-23
NIKE USA CORP,Shenzhen Plastics Co,3923.10,36149.29,153738.09,Los Angeles,2025-03-21
NIKE USA ,Pou Chen Corp,3923.10,41843.49,113161.2,Ho Chi Minh,2025-08-26
YETI CUSTOM DOMESTIC CORP,Shenzhen Plastics Co,8703.80,32842.18,1275747.18,Los Angeles,2026-01-16
Tesla Motors ,LG Chem,8517.12,16944.27,1351491.65,Los Angeles,2026-02-24
APPLE OPERATIONS INTL LTD,Pou Chen Corp,3923.10,40684.42,1509050.5,Los Angeles,2025-11-14
Yeti Coolers LLC CORP,TSMC,8542.31,40391.63,1986952.79,Rotterdam,2025-12-29
Samsung Electronics LTD,Shenzhen Plastics Co,3923.10,30120.22,1720922.94,Shanghai,2025-11-02
Samsung Electronics ,Vietnam Manuf Group,8703.80,35847.37,1402654.04,Long Beach,2026-01-18
Apple Inc. ,Shenzhen Plastics Co,8517.12,27315.17,1072871.52,Long Beach,2026-03-10
NIKE USA LTD,Vietnam Manuf Group,6404.11,35250.12,1737858.06,Rotterdam,2025-12-21
YETI CUSTOM DOMESTIC LTD,TSMC,8703.80,35132.99,1055605.29,Shenzhen,2026-01-16
Nike Inc. ,Foxconn Technology,6404.11,31334.0,1706945.82,Shanghai,2025-05-16
Yeti Coolers LLC LTD,Shenzhen Plastics Co,8517.12,43091.18,1737258.12,Ho Chi Minh,2025-12-13
Samsung Electronics LTD,BYD Auto,6404.11,37484.22,613245.57,Ho Chi Minh,2026-02-22
APPLE OPERATIONS INTL INC,LG Chem,3923.10,22063.88,109653.75,Ho Chi Minh,2025-10-23
APPLE OPERATIONS INTL ,TSMC,8517.12,30152.11,941766.52,Shanghai,2025-07-12
Nike Inc. CORP,Pou Chen Corp,8542.31,46021.99,299909.94,Long Beach,2025-12-05
Yeti Coolers LLC CORP,Foxconn Technology,8703.80,18548.27,198015.26,Ho Chi Minh,2025-09-15
NIKE USA INC,Foxconn Technology,8517.12,48693.4,1493224.62,Long Beach,2025-09-29
YETI CUSTOM DOMESTIC CORP,Foxconn Technology,8542.31,31335.23,983995.88,Rotterdam,2025-03-28
Apple Inc. LTD,BYD Auto,8517.12,46714.28,1211200.32,Shenzhen,2025-03-21
NIKE USA LTD,TSMC,6404.11,39444.56,1584580.1,Los Angeles,2025-09-19
Apple Inc. CORP,TSMC,8542.31,37854.1,854472.64,Ho Chi Minh,2025-07-08
APPLE OPERATIONS INTL ,Pou Chen Corp,6404.11,45831.93,94213.8,Shenzhen,2026-01-15
Yeti Coolers LLC ,TSMC,8703.80,27643.43,1973574.46,Ho Chi Minh,2025-11-26
Yeti Coolers LLC LTD,Foxconn Technology,8703.80,15576.96,1589526.28,Rotterdam,2026-03-15
Apple Inc. ,Shenzhen Plastics Co,8703.80,43228.72,16829.24,Shanghai,2025-09-08
APPLE OPERATIONS INTL INC,Shenzhen Plastics Co,8703.80,13569.34,193104.33,Long Beach,2026-01-06
YETI CUSTOM DOMESTIC ,TSMC,6404.11,39783.36,1153983.63,Shenzhen,2026-01-21
Samsung Electronics ,Foxconn Technology,3923.10,28869.09,1086875.52,Ho Chi Minh,2026-01-25
Yeti Coolers LLC ,Shenzhen Plastics Co,8517.12,44712.4,1910141.37,Los Angeles,2025-12-03
Tesla Motors LTD,Vietnam Manuf Group,6404.11,46868.89,867925.51,Los Angeles,2025-03-30
YETI CUSTOM DOMESTIC LTD,Foxconn Technology,3923.10,5408.52,467064.41,Shenzhen,2025-08-02
NIKE USA INC,LG Chem,8703.80,30840.86,614238.0,Ho Chi Minh,2025-10-02
Nike Inc. ,Vietnam Manuf Group,8703.80,48486.52,1256227.23,Shanghai,2025-09-04
Yeti Coolers LLC ,TSMC,8703.80,21832.4,1167865.47,Los Angeles,2026-03-13
Apple Inc. LTD,Pou Chen Corp,8517.12,44727.66,1452387.91,Shenzhen,2026-02-12
NIKE USA LTD,Foxconn Technology,8703.80,38314.02,1262671.32,Shanghai,2025-10-14
Samsung Electronics LTD,Foxconn Technology,8703.80,26692.79,1615174.57,Long Beach,2025-07-19
Samsung Electronics CORP,Pou Chen Corp,8703.80,39613.27,475002.37,Ho Chi Minh,2025-04-25
Yeti Coolers LLC ,Foxconn Technology,6404.11,40095.76,877426.39,Shanghai,2025-12-07
Tesla Motors LTD,Foxconn Technology,6404.11,29816.49,1037786.85,Ho Chi Minh,2025-12-10
APPLE OPERATIONS INTL CORP,LG Chem,6404.11,36815.69,37230.85,Shanghai,2026-02-19
APPLE OPERATIONS INTL ,Shenzhen Plastics Co,6404.11,28395.69,1047651.58,Long Beach,2025-11-19
Tesla Motors ,LG Chem,3923.10,35253.07,460510.51,Long Beach,2025-12-02
NIKE USA ,Shenzhen Plastics Co,8703.80,46639.52,1594027.14,Shenzhen,2026-01-09
APPLE OPERATIONS INTL CORP,LG Chem,8542.31,42815.96,1422559.01,Shanghai,2025-12-13
Samsung Electronics INC,Pou Chen Corp,8542.31,22592.27,158106.37,Long Beach,2025-06-10
Tesla Motors ,BYD Auto,3923.10,24526.54,603557.12,Long Beach,2025-06-03
Tesla Motors LTD,LG Chem,6404.11,5409.36,1429088.73,Long Beach,2025-06-29
Samsung Electronics INC,Shenzhen Plastics Co,8542.31,45595.47,1954070.83,Ho Chi Minh,2026-03-15
Samsung Electronics CORP,Shenzhen Plastics Co,6404.11,34066.43,493664.8,Rotterdam,2026-02-04
YETI CUSTOM DOMESTIC ,TSMC,6404.11,1174.12,987904.4,Ho Chi Minh,2026-01-28
Apple Inc. CORP,Pou Chen Corp,6404.11,10996.38,1947717.17,Long Beach,2025-09-12
Apple Inc. ,Vietnam Manuf Group,8703.80,28797.34,11711.88,Rotterdam,2025-10-24
Apple Inc. CORP,Shenzhen Plastics Co,8517.12,3679.57,152211.98,Shenzhen,2025-07-28
NIKE USA ,TSMC,8703.80,7420.82,374942.2,Long Beach,2026-03-02
Yeti Coolers LLC CORP,Vietnam Manuf Group,6404.11,27678.3,1360969.52,Long Beach,2026-02-27
NIKE USA CORP,TSMC,8703.80,16548.27,1860497.49,Los Angeles,2025-07-21
YETI CUSTOM DOMESTIC CORP,TSMC,6404.11,23751.45,756226.65,Los Angeles,2026-01-28
YETI CUSTOM DOMESTIC CORP,BYD Auto,6404.11,17541.6,1051405.9,Ho Chi Minh,2026-02-18
Samsung Electronics INC,Shenzhen Plastics Co,3923.10,40203.54,688511.13,Shanghai,2025-06-13
NIKE USA LTD,Pou Chen Corp,3923.10,13721.99,231680.67,Shanghai,2025-07-17
Samsung Electronics ,BYD Auto,8542.31,15647.46,1186608.18,Shenzhen,2025-10-30
NIKE USA INC,LG Chem,3923.10,5003.22,1410084.25,Shanghai,2025-11-02
Apple Inc. CORP,Vietnam Manuf Group,3923.10,3472.04,209027.31,Los Angeles,2025-08-01
YETI CUSTOM DOMESTIC ,Shenzhen Plastics Co,6404.11,45332.64,1050550.45,Los Angeles,2025-09-02
Tesla Motors LTD,Vietnam Manuf Group,8703.80,33451.45,1569274.17,Shanghai,2026-02-09
Apple Inc. ,Pou Chen Corp,8517.12,23146.62,1499656.62,Shanghai,2025-10-13
NIKE USA CORP,TSMC,8703.80,41800.57,1811427.78,Rotterdam,2026-02-16
Nike Inc. LTD,Foxconn Technology,3923.10,12181.38,560676.51,Rotterdam,2025-06-15
Nike Inc. INC,TSMC,8542.31,37762.15,422945.96,Long Beach,2025-11-11
YETI CUSTOM DOMESTIC INC,Shenzhen Plastics Co,6404.11,34289.85,1644132.88,Long Beach,2025-04-30
Nike Inc. INC,Shenzhen Plastics Co,3923.10,4060.75,1975512.51,Shanghai,2025-08-15
YETI CUSTOM DOMESTIC ,Foxconn Technology,6404.11,5682.02,1659009.88,Ho Chi Minh,2025-12-03
Nike Inc. LTD,LG Chem,6404.11,27694.62,1533628.13,Long Beach,2026-02-12
Tesla Motors INC,Foxconn Technology,8703.80,35891.4,907791.54,Rotterdam,2025-06-25
Nike Inc. ,TSMC,6404.11,3895.4,625866.65,Shanghai,2025-10-29
YETI CUSTOM DOMESTIC CORP,BYD Auto,8517.12,10347.57,528814.65,Shenzhen,2026-01-21
YETI CUSTOM DOMESTIC INC,Vietnam Manuf Group,6404.11,3134.14,1285600.53,Rotterdam,2025-12-05
Samsung Electronics LTD,Foxconn Technology,8517.12,37822.33,28849.82,Long Beach,2025-07-11
NIKE USA CORP,Shenzhen Plastics Co,3923.10,25305.7,799057.69,Shanghai,2025-11-28
Samsung Electronics CORP,Vietnam Manuf Group,3923.10,44666.86,1508976.66,Long Beach,2025-04-30
APPLE OPERATIONS INTL INC,Shenzhen Plastics Co,6404.11,15033.18,1842227.35,Rotterdam,2025-06-18
Samsung Electronics ,TSMC,6404.11,9392.68,783796.35,Rotterdam,2025-09-07
YETI CUSTOM DOMESTIC LTD,Shenzhen Plastics Co,6404.11,16702.91,762540.54,Shanghai,2026-02-27
Samsung Electronics ,Shenzhen Plastics Co,3923.10,45528.53,596169.74,Long Beach,2025-12-24
NIKE USA CORP,LG Chem,8703.80,36012.67,124215.55,Shenzhen,2025-08-08
NIKE USA CORP,LG Chem,6404.11,12082.39,290296.71,Los Angeles,2025-06-30
NIKE USA INC,BYD Auto,3923.10,23599.99,955075.01,Los Angeles,2025-06-10
YETI CUSTOM DOMESTIC ,Pou Chen Corp,8703.80,27524.46,499059.0,Shenzhen,2025-06-18
APPLE OPERATIONS INTL LTD,BYD Auto,3923.10,32793.09,1144217.77,Rotterdam,2025-07-01
Nike Inc. LTD,TSMC,3923.10,36251.33,270405.64,Shanghai,2025-11-12
Apple Inc. LTD,LG Chem,8517.12,7022.55,1972179.79,Shenzhen,2025-08-17
APPLE OPERATIONS INTL CORP,BYD Auto,8517.12,33098.57,1784970.21,Rotterdam,2025-06-19
Samsung Electronics CORP,TSMC,8703.80,17420.33,729536.62,Long Beach,2025-04-22
YETI CUSTOM DOMESTIC INC,TSMC,8542.31,39169.34,643329.09,Shanghai,2025-10-09
Samsung Electronics LTD,Shenzhen Plastics Co,8517.12,13768.73,1798535.97,Shanghai,2025-11-14
APPLE OPERATIONS INTL LTD,Foxconn Technology,6404.11,17305.98,1818949.71,Long Beach,2025-09-28
Tesla Motors ,TSMC,8703.80,26956.06,166626.44,Rotterdam,2025-11-11
YETI CUSTOM DOMESTIC ,Foxconn Technology,8517.12,26538.26,621217.89,Los Angeles,2025-12-27
Nike Inc. ,Vietnam Manuf Group,6404.11,26607.68,1646073.67,Long Beach,2025-05-30
Apple Inc. LTD,BYD Auto,8703.80,17034.06,348180.17,Rotterdam,2025-12-17
NIKE USA LTD,Shenzhen Plastics Co,8542.31,49161.73,176066.18,Rotterdam,2025-08-05
Apple Inc. INC,Pou Chen Corp,8517.12,15412.74,1668759.42,Shanghai,2026-01-15
APPLE OPERATIONS INTL CORP,LG Chem,3923.10,34919.56,966300.25,Shanghai,2025-10-05
YETI CUSTOM DOMESTIC LTD,BYD Auto,8703.80,34366.6,1618518.36,Shanghai,2026-01-03
YETI CUSTOM DOMESTIC ,TSMC,8542.31,31837.3,1644229.73,Ho Chi Minh,2026-01-28
Tesla Motors INC,TSMC,8542.31,27355.09,1295325.24,Rotterdam,2025-08-31
Nike Inc. ,LG Chem,3923.10,8394.92,685273.26,Long Beach,2025-12-13
APPLE OPERATIONS INTL ,Shenzhen Plastics Co,6404.11,15870.72,1932119.16,Shenzhen,2026-01-03
Yeti Coolers LLC CORP,TSMC,8517.12,4260.78,155074.75,Los Angeles,2025-08-03
NIKE USA ,Foxconn Technology,8542.31,31371.11,639479.63,Shanghai,2025-08-30
Samsung Electronics ,Shenzhen Plastics Co,6404.11,21137.45,757617.11,Shenzhen,2025-11-17
YETI CUSTOM DOMESTIC ,LG Chem,8542.31,31860.77,1962145.95,Long Beach,2025-04-23
Apple Inc. LTD,Shenzhen Plastics Co,3923.10,34165.92,840080.33,Shanghai,2026-01-13
APPLE OPERATIONS INTL CORP,Shenzhen Plastics Co,3923.10,47654.39,1977896.45,Ho Chi Minh,2025-09-16
Yeti Coolers LLC CORP,LG Chem,3923.10,7009.78,1515137.74,Rotterdam,2026-01-29
Yeti Coolers LLC INC,Vietnam Manuf Group,8703.80,42488.62,777783.32,Ho Chi Minh,2026-02-08
Yeti Coolers LLC LTD,Shenzhen Plastics Co,3923.10,48253.49,149957.78,Shenzhen,2025-04-22
YETI CUSTOM DOMESTIC LTD,LG Chem,6404.11,33080.25,1276201.85,Shenzhen,2025-09-09
APPLE OPERATIONS INTL LTD,BYD Auto,6404.11,49708.4,1316718.63,Shanghai,2026-01-24
Samsung Electronics CORP,LG Chem,8517.12,13708.08,864127.2,Shanghai,2025-10-13
Tesla Motors CORP,Foxconn Technology,8517.12,43703.33,1256722.56,Shanghai,2025-05-03
YETI CUSTOM DOMESTIC CORP,Shenzhen Plastics Co,6404.11,27783.75,1792494.92,Ho Chi Minh,2025-11-04
Tesla Motors LTD,LG Chem,8542.31,44696.98,1313097.51,Shenzhen,2025-04-01
YETI CUSTOM DOMESTIC ,TSMC,3923.10,26182.63,1056395.79,Los Angeles,2026-01-25
YETI CUSTOM DOMESTIC ,TSMC,3923.10,35445.5,1775965.65,Ho Chi Minh,2025-07-09
Yeti Coolers LLC ,BYD Auto,3923.10,29071.08,1452970.38,Los Angeles,2025-11-20
Nike Inc. INC,Shenzhen Plastics Co,8703.80,48090.68,824645.13,Shanghai,2025-06-11
YETI CUSTOM DOMESTIC LTD,Pou Chen Corp,3923.10,9710.55,1357738.79,Shanghai,2025-09-01
YETI CUSTOM DOMESTIC INC,BYD Auto,6404.11,15793.35,1437719.84,Long Beach,2025-11-30
Yeti Coolers LLC ,Foxconn Technology,8542.31,31501.92,513952.22,Shanghai,2025-10-10
Samsung Electronics ,LG Chem,8517.12,34608.89,695852.11,Ho Chi Minh,2025-08-08
NIKE USA ,Vietnam Manuf Group,8703.80,28167.52,715008.59,Shanghai,2025-06-15
Apple Inc. ,LG Chem,8517.12,1187.85,1692882.79,Ho Chi Minh,2025-05-08
YETI CUSTOM DOMESTIC LTD,BYD Auto,6404.11,20792.2,1433924.24,Long Beach,2025-12-24
Tesla Motors ,BYD Auto,3923.10,43068.55,164182.51,Ho Chi Minh,2025-09-24
Samsung Electronics LTD,Shenzhen Plastics Co,8517.12,7769.9,1490062.56,Rotterdam,2025-04-18
Samsung Electronics CORP,BYD Auto,3923.10,40988.53,1344875.16,Ho Chi Minh,2025-10-13
Yeti Coolers LLC LTD,TSMC,8517.12,39742.64,1372138.27,Shanghai,2026-01-24
Samsung Electronics INC,Shenzhen Plastics Co,8517.12,18528.42,486005.16,Shanghai,2026-03-09
YETI CUSTOM DOMESTIC ,TSMC,8517.12,18259.02,1705220.37,Shenzhen,2025-03-27
Apple Inc. CORP,Shenzhen Plastics Co,8517.12,40800.75,1116873.42,Rotterdam,2025-04-28
APPLE OPERATIONS INTL ,Shenzhen Plastics Co,8542.31,39858.76,1472186.64,Ho Chi Minh,2025-03-31
YETI CUSTOM DOMESTIC INC,Vietnam Manuf Group,8703.80,23942.18,486542.67,Ho Chi Minh,2025-06-05
Apple Inc. ,LG Chem,8542.31,11726.52,1520429.63,Shanghai,2025-09-09
APPLE OPERATIONS INTL INC,Pou Chen Corp,6404.11,19705.45,985548.02,Ho Chi Minh,2025-09-12
Apple Inc. ,Shenzhen Plastics Co,8517.12,22898.06,553436.45,Los Angeles,2025-05-06
YETI CUSTOM DOMESTIC CORP,BYD Auto,8703.80,22881.55,670250.37,Shenzhen,2026-01-29
NIKE USA ,TSMC,3923.10,47053.33,107904.94,Shenzhen,2026-01-30
APPLE OPERATIONS INTL LTD,BYD Auto,8517.12,35955.49,1050871.75,Rotterdam,2025-08-26
NIKE USA ,Foxconn Technology,8703.80,24625.18,826037.19,Shenzhen,2026-01-16
Yeti Coolers LLC INC,Shenzhen Plastics Co,3923.10,47757.72,38501.48,Ho Chi Minh,2025-10-04
Tesla Motors ,BYD Auto,8542.31,45304.48,796134.61,Shanghai,2025-10-24
Samsung Electronics LTD,BYD Auto,3923.10,33678.27,1283592.91,Rotterdam,2025-10-06
Nike Inc. CORP,TSMC,3923.10,45644.29,658901.1,Los Angeles,2025-06-11
Yeti Coolers LLC CORP,Shenzhen Plastics Co,3923.10,23503.73,200726.77,Shenzhen,2026-02-09
NIKE USA LTD,Shenzhen Plastics Co,6404.11,9691.95,487784.74,Ho Chi Minh,2025-09-11
Nike Inc. LTD,Foxconn Technology,8703.80,39721.04,1557153.09,Long Beach,2025-08-02
Apple Inc. LTD,Foxconn Technology,3923.10,35078.95,272067.71,Rotterdam,2025-10-09
Yeti Coolers LLC INC,Shenzhen Plastics Co,8517.12,33979.49,1496022.61,Shenzhen,2025-12-26
Apple Inc. CORP,Shenzhen Plastics Co,6404.11,16732.19,958602.33,Shanghai,2025-07-17
Tesla Motors INC,Pou Chen Corp,8703.80,23596.19,985117.37,Rotterdam,2025-10-15
Samsung Electronics ,Shenzhen Plastics Co,3923.10,44614.24,1623578.08,Long Beach,2026-01-05
Apple Inc. CORP,BYD Auto,8703.80,15457.48,1590065.38,Rotterdam,2025-10-23
YETI CUSTOM DOMESTIC INC,Foxconn Technology,3923.10,13012.59,611807.35,Los Angeles,2025-08-02
NIKE USA ,Shenzhen Plastics Co,8703.80,16720.79,991462.6,Long Beach,2025-06-03
NIKE USA INC,Foxconn Technology,8517.12,15455.04,341357.82,Shenzhen,2026-01-18
Samsung Electronics LTD,Foxconn Technology,3923.10,4050.16,1049380.47,Rotterdam,2026-02-28
YETI CUSTOM DOMESTIC LTD,Foxconn Technology,6404.11,44150.94,271632.72,Shenzhen,2025-05-06
NIKE USA CORP,LG Chem,6404.11,19976.0,162657.68,Los Angeles,2026-02-13
APPLE OPERATIONS INTL LTD,Foxconn Technology,8703.80,3144.77,1979198.41,Shanghai,2026-01-22
APPLE OPERATIONS INTL ,TSMC,8517.12,46079.23,488466.25,Ho Chi Minh,2025-03-19
Yeti Coolers LLC LTD,TSMC,8517.12,48535.53,621135.7,Shenzhen,2025-06-17
APPLE OPERATIONS INTL LTD,TSMC,3923.10,13886.03,1774680.15,Long Beach,2025-12-13
Samsung Electronics LTD,Vietnam Manuf Group,6404.11,47758.8,499789.12,Long Beach,2025-07-30
NIKE USA INC,Foxconn Technology,3923.10,48483.55,397033.02,Shanghai,2025-12-01
Samsung Electronics ,BYD Auto,6404.11,41844.81,508513.76,Shenzhen,2025-11-19
YETI CUSTOM DOMESTIC INC,Pou Chen Corp,8703.80,31802.61,1316402.76,Shenzhen,2025-05-26
Samsung Electronics INC,BYD Auto,3923.10,6270.47,783011.69,Long Beach,2025-05-06
Samsung Electronics INC,Foxconn Technology,8542.31,27950.29,1712094.3,Long Beach,2025-09-17
YETI CUSTOM DOMESTIC LTD,Foxconn Technology,8542.31,34560.39,1513837.29,Shanghai,2025-04-21
Yeti Coolers LLC CORP,Foxconn Technology,3923.10,39152.11,1126028.37,Rotterdam,2025-09-04
Tesla Motors INC,TSMC,3923.10,44266.59,1869310.22,Los Angeles,2025-11-27
Tesla Motors LTD,TSMC,6404.11,19693.26,1684398.05,Los Angeles,2025-10-14
Apple Inc. ,TSMC,6404.11,48421.31,1273942.37,Los Angeles,2025-09-13
Yeti Coolers LLC ,BYD Auto,3923.10,42839.82,44883.31,Shanghai,2025-10-01
Apple Inc. LTD,BYD Auto,8703.80,23985.78,1212455.46,Shenzhen,2025-07-03
YETI CUSTOM DOMESTIC ,TSMC,3923.10,49788.82,23281.6,Shanghai,2026-01-01
Yeti Coolers LLC CORP,LG Chem,8517.12,27594.35,962663.89,Shenzhen,2025-06-25
Tesla Motors ,Pou Chen Corp,3923.10,45602.7,429668.41,Rotterdam,2025-07-05
YETI CUSTOM DOMESTIC INC,TSMC,8542.31,31402.14,843303.08,Los Angeles,2025-07-29
NIKE USA LTD,Shenzhen Plastics Co,8517.12,39815.64,212691.39,Shanghai,2025-05-29
Tesla Motors INC,Vietnam Manuf Group,3923.10,46561.74,1883339.54,Shenzhen,2025-03-23
YETI CUSTOM DOMESTIC ,BYD Auto,8703.80,7961.35,1428559.33,Ho Chi Minh,2025-07-22
NIKE USA CORP,Pou Chen Corp,6404.11,12227.04,1732766.61,Los Angeles,2025-08-11
YETI CUSTOM DOMESTIC CORP,LG Chem,8542.31,41493.12,1122209.22,Rotterdam,2025-04-28
APPLE OPERATIONS INTL CORP,Foxconn Technology,6404.11,34965.36,610105.49,Shenzhen,2025-08-05
Nike Inc. INC,TSMC,3923.10,27634.79,542248.01,Ho Chi Minh,2025-05-04
YETI CUSTOM DOMESTIC LTD,TSMC,8703.80,2077.28,1817111.24,Shenzhen,2025-07-01
Tesla Motors INC,Shenzhen Plastics Co,8517.12,30494.6,970959.02,Rotterdam,2025-09-21
Tesla Motors LTD,TSMC,6404.11,1910.7,464216.46,Los Angeles,2025-06-16
Tesla Motors INC,Vietnam Manuf Group,3923.10,10727.74,1340996.46,Shanghai,2026-01-16
NIKE USA INC,Vietnam Manuf Group,8517.12,40530.82,1796964.56,Long Beach,2025-09-05
Tesla Motors INC,Shenzhen Plastics Co,6404.11,10627.13,1505227.53,Ho Chi Minh,2025-10-24
Nike Inc. CORP,BYD Auto,3923.10,5057.16,1300501.34,Shanghai,2026-01-17
NIKE USA INC,Shenzhen Plastics Co,8703.80,14877.34,1886162.91,Rotterdam,2025-05-11
Tesla Motors LTD,LG Chem,6404.11,3949.12,511723.94,Ho Chi Minh,2025-06-07
YETI CUSTOM DOMESTIC INC,TSMC,6404.11,43979.57,1533817.93,Shanghai,2025-10-13
NIKE USA ,LG Chem,3923.10,28873.18,1712802.43,Long Beach,2025-07-03
YETI CUSTOM DOMESTIC LTD,LG Chem,6404.11,27894.19,813566.66,Rotterdam,2026-02-09
Yeti Coolers LLC ,Vietnam Manuf Group,8703.80,36354.18,1531989.63,Long Beach,2025-07-30
Apple Inc. ,Vietnam Manuf Group,8517.12,4143.15,1165212.41,Shenzhen,2025-08-28
Yeti Coolers LLC LTD,TSMC,3923.10,39425.41,861382.13,Shanghai,2025-11-10
Apple Inc. ,LG Chem,6404.11,35929.05,23040.73,Long Beach,2025-06-05
YETI CUSTOM DOMESTIC ,BYD Auto,6404.11,9683.46,933215.26,Long Beach,2025-08-19
YETI CUSTOM DOMESTIC INC,Foxconn Technology,8703.80,22344.96,554050.0,Rotterdam,2025-05-04
